ts_code,symbol,name,industry
301137.SZ,301137,哈焊华通,机械基件
301138.SZ,301138,华研精机,专用机械
301139.SZ,301139,元道通信,通信设备
301141.SZ,301141,中科磁业,矿物制品
301148.SZ,301148,嘉戎技术,环境保护
301149.SZ,301149,隆华新材,化工原料
301150.SZ,301150,中一科技,电气设备
301151.SZ,301151,冠龙节能,机械基件
301152.SZ,301152,天力锂能,小金属
301153.SZ,301153,中科江南,软件服务
301155.SZ,301155,海力风电,电气设备
301156.SZ,301156,美农生物,饲料
301157.SZ,301157,华塑科技,电气设备
301158.SZ,301158,德石股份,专用机械
301159.SZ,301159,三维天地,软件服务
301160.SZ,301160,翔楼新材,机械基件
301161.SZ,301161,唯万密封,工程机械
301162.SZ,301162,国能日新,软件服务
301163.SZ,301163,宏德股份,机械基件
301165.SZ,301165,锐捷网络,通信设备
301166.SZ,301166,优宁维,医药商业
301167.SZ,301167,建研设计,建筑工程
301168.SZ,301168,通灵股份,电气设备
301169.SZ,301169,零点有数,文教休闲
301170.SZ,301170,锡南科技,汽车配件
301171.SZ,301171,易点天下,互联网
301172.SZ,301172,君逸数码,软件服务
301175.SZ,301175,中科环保,环境保护
301176.SZ,301176,逸豪新材,元器件
301177.SZ,301177,迪阿股份,服饰
301178.SZ,301178,天亿马,软件服务
301179.SZ,301179,泽宇智能,软件服务
301180.SZ,301180,万祥科技,元器件
301181.SZ,301181,标榜股份,汽车配件
301182.SZ,301182,凯旺科技,元器件
301183.SZ,301183,东田微,元器件
301185.SZ,301185,鸥玛软件,软件服务
301186.SZ,301186,超达装备,专用机械
301187.SZ,301187,欧圣电气,家用电器
301188.SZ,301188,力诺特玻,玻璃
301189.SZ,301189,奥尼电子,IT设备
301190.SZ,301190,善水科技,染料涂料
301191.SZ,301191,菲菱科思,通信设备
301192.SZ,301192,泰祥股份,汽车配件
301193.SZ,301193,家联科技,家居用品
301195.SZ,301195,北路智控,软件服务
301196.SZ,301196,唯科科技,专用机械
301197.SZ,301197,工大科雅,软件服务
301198.SZ,301198,喜悦智行,塑料
301199.SZ,301199,迈赫股份,专用机械
301200.SZ,301200,大族数控,专用机械
301201.SZ,301201,诚达药业,生物制药
301202.SZ,301202,朗威股份,机械基件
301203.SZ,301203,国泰环保,环境保护
301205.SZ,301205,联特科技,通信设备
301206.SZ,301206,三元生物,食品
301207.SZ,301207,华兰疫苗,生物制药
301208.SZ,301208,中亦科技,软件服务
301209.SZ,301209,联合化学,染料涂料
301210.SZ,301210,金杨股份,电气设备
301211.SZ,301211,亨迪药业,化学制药
301212.SZ,301212,联盛化学,化工原料
301213.SZ,301213,观想科技,软件服务
301215.SZ,301215,中汽股份,汽车服务
301216.SZ,301216,万凯新材,化工原料
301217.SZ,301217,铜冠铜箔,元器件
301218.SZ,301218,华是科技,软件服务
301219.SZ,301219,腾远钴业,小金属
301220.SZ,301220,亚香股份,化工原料
301221.SZ,301221,光庭信息,软件服务
301222.SZ,301222,浙江恒威,电气设备
301223.SZ,301223,中荣股份,广告包装
301225.SZ,301225,恒勃股份,汽车配件
301226.SZ,301226,祥明智能,电气设备
301227.SZ,301227,森鹰窗业,家居用品
301228.SZ,301228,实朴检测,电器仪表
301229.SZ,301229,纽泰格,汽车配件
301230.SZ,301230,泓博医药,生物制药
301231.SZ,301231,荣信文化,出版业
301232.SZ,301232,飞沃科技,机械基件
301233.SZ,301233,盛帮股份,汽车配件
301234.SZ,301234,五洲医疗,医疗保健
301235.SZ,301235,华康医疗,医疗保健
301236.SZ,301236,软通动力,软件服务
301237.SZ,301237,和顺科技,塑料
301238.SZ,301238,瑞泰新材,化工原料
301239.SZ,301239,普瑞眼科,医疗保健
301246.SZ,301246,宏源药业,化学制药
301248.SZ,301248,杰创智能,软件服务
301251.SZ,301251,威尔高,元器件
301252.SZ,301252,同星科技,机械基件
301255.SZ,301255,通力科技,机械基件
301256.SZ,301256,华融化学,化工原料
301257.SZ,301257,普蕊斯,医疗保健
301258.SZ,301258,富士莱,化学制药
301259.SZ,301259,艾布鲁,环境保护
301260.SZ,301260,格力博,专用机械
301261.SZ,301261,恒工精密,机械基件
301262.SZ,301262,海看股份,影视音像
301263.SZ,301263,泰恩康,医药商业
301265.SZ,301265,华新环保,环境保护
301266.SZ,301266,宇邦新材,电气设备
301267.SZ,301267,华厦眼科,医疗保健
301268.SZ,301268,铭利达,机械基件
301269.SZ,301269,华大九天,半导体
301270.SZ,301270,汉仪股份,软件服务
301272.SZ,301272,英华特,专用机械
301273.SZ,301273,瑞晨环保,机械基件
301276.SZ,301276,嘉曼服饰,服饰
301277.SZ,301277,新天地,化学制药
301278.SZ,301278,快可电子,电气设备
301279.SZ,301279,金道科技,机械基件
301280.SZ,301280,珠城科技,元器件
301281.SZ,301281,科源制药,化学制药
301282.SZ,301282,金禄电子,元器件
301283.SZ,301283,聚胶股份,日用化工
301285.SZ,301285,鸿日达,元器件
301286.SZ,301286,侨源股份,化工原料
301287.SZ,301287,康力源,文教休闲
301288.SZ,301288,清研环境,环境保护
301289.SZ,301289,国缆检测,电器仪表
301290.SZ,301290,东星医疗,医疗保健
301291.SZ,301291,明阳电气,电气设备
301292.SZ,301292,海科新源,化工原料
301293.SZ,301293,三博脑科,医疗保健
301295.SZ,301295,美硕科技,电气设备
301296.SZ,301296,新巨丰,广告包装
301297.SZ,301297,富乐德,半导体
301298.SZ,301298,东利机械,汽车配件
301299.SZ,301299,卓创资讯,互联网
301300.SZ,301300,远翔新材,化工原料
301301.SZ,301301,川宁生物,化学制药
301302.SZ,301302,华如科技,软件服务
301303.SZ,301303,真兰仪表,电器仪表
301305.SZ,301305,朗坤环境,环境保护
301306.SZ,301306,西测测试,综合类
301307.SZ,301307,美利信,通信设备
301308.SZ,301308,江波龙,半导体
301309.SZ,301309,万得凯,机械基件
301310.SZ,301310,鑫宏业,汽车配件
301311.SZ,301311,昆船智能,机械基件
301312.SZ,301312,智立方,专用机械
301313.SZ,301313,凡拓数创,文教休闲
301314.SZ,301314,科瑞思,元器件
301315.SZ,301315,威士顿,软件服务
301316.SZ,301316,慧博云通,软件服务
301317.SZ,301317,鑫磊股份,机械基件
301318.SZ,301318,维海德,IT设备
301319.SZ,301319,唯特偶,元器件
301320.SZ,301320,豪江智能,电气设备
301321.SZ,301321,翰博高新,元器件
301322.SZ,301322,绿通科技,摩托车
301323.SZ,301323,新莱福,橡胶
301325.SZ,301325,曼恩斯特,专用机械
301326.SZ,301326,捷邦科技,元器件
301327.SZ,301327,华宝新能,电气设备
301328.SZ,301328,维峰电子,专用机械
301329.SZ,301329,信音电子,元器件
301330.SZ,301330,熵基科技,IT设备
301331.SZ,301331,恩威医药,中成药
301332.SZ,301332,德尔玛,家用电器
301333.SZ,301333,诺思格,医疗保健
301335.SZ,301335,天元宠物,文教休闲
301336.SZ,301336,趣睡科技,家居用品
301337.SZ,301337,亚华电子,软件服务
301338.SZ,301338,凯格精机,专用机械
301339.SZ,301339,通行宝,软件服务
301345.SZ,301345,涛涛车业,摩托车
301348.SZ,301348,蓝箭电子,半导体
301349.SZ,301349,信德新材,化工原料
301353.SZ,301353,普莱得,专用机械
301355.SZ,301355,南王科技,广告包装
301356.SZ,301356,天振股份,家居用品
301357.SZ,301357,北方长龙,专用机械
301358.SZ,301358,湖南裕能,电气设备
301359.SZ,301359,东南电子,电气设备
301360.SZ,301360,荣旗科技,专用机械
301361.SZ,301361,众智科技,电气设备
301362.SZ,301362,民爆光电,电气设备
301363.SZ,301363,美好医疗,医疗保健
301365.SZ,301365,矩阵股份,装修装饰
301366.SZ,301366,一博科技,元器件
301367.SZ,301367,怡和嘉业,医疗保健
301368.SZ,301368,丰立智能,机械基件
301369.SZ,301369,联动科技,半导体
301370.SZ,301370,国科恒泰,医药商业
301371.SZ,301371,敷尔佳,日用化工
301372.SZ,301372,科净源,环境保护
301373.SZ,301373,凌玮科技,化工原料
301376.SZ,301376,致欧科技,家居用品
301377.SZ,301377,鼎泰高科,机械基件
301378.SZ,301378,通达海,软件服务
301379.SZ,301379,天山电子,元器件
301380.SZ,301380,挖金客,软件服务
301381.SZ,301381,赛维时代,互联网
301382.SZ,301382,蜂助手,互联网
301383.SZ,301383,天键股份,元器件
301386.SZ,301386,未来电器,电气设备
301387.SZ,301387,光大同创,元器件
301388.SZ,301388,欣灵电气,电气设备
301389.SZ,301389,隆扬电子,元器件
301390.SZ,301390,经纬股份,建筑工程
301391.SZ,301391,卡莱特,IT设备
301393.SZ,301393,昊帆生物,化工原料
301395.SZ,301395,仁信新材,化工原料
301396.SZ,301396,宏景科技,软件服务
301397.SZ,301397,溯联股份,汽车配件
301398.SZ,301398,星源卓镁,汽车配件
301399.SZ,301399,英特科技,机械基件
301408.SZ,301408,华人健康,医药商业
301413.SZ,301413,安培龙,元器件
301418.SZ,301418,协昌科技,电气设备
301419.SZ,301419,阿莱德,元器件
301421.SZ,301421,波长光电,元器件
301428.SZ,301428,世纪恒通,互联网
301429.SZ,301429,森泰股份,其他建材
301439.SZ,301439,泓淋电力,电气设备
301446.SZ,301446,福事特,机械基件
301448.SZ,301448,开创电气,机械基件
301456.SZ,301456,盘古智能,电气设备
301459.SZ,301459,丰茂股份,橡胶
301468.SZ,301468,博盈特焊,专用机械
301469.SZ,301469,恒达新材,造纸
301486.SZ,301486,致尚科技,元器件
301487.SZ,301487,盟固利,化工原料
301488.SZ,301488,豪恩汽电,汽车配件
301489.SZ,301489,思泉新材,元器件
301498.SZ,301498,乖宝宠物,饲料
301499.SZ,301499,维科精密,汽车配件
301500.SZ,301500,飞南资源,环境保护
301502.SZ,301502,华阳智能,电气设备
301503.SZ,301503,智迪科技,IT设备
301505.SZ,301505,苏州规划,建筑工程
301507.SZ,301507,民生健康,化学制药
301508.SZ,301508,中机认检,电器仪表
301509.SZ,301509,金凯生科,化学制药
301510.SZ,301510,固高科技,电器仪表
301511.SZ,301511,德福科技,电气设备
301512.SZ,301512,智信精密,专用机械
301515.SZ,301515,港通医疗,医疗保健
301516.SZ,301516,中远通,电气设备
301517.SZ,301517,陕西华达,元器件
301518.SZ,301518,长华化学,化工原料
301519.SZ,301519,舜禹股份,水务
301520.SZ,301520,万邦医药,生物制药
301525.SZ,301525,儒竞科技,家用电器
301526.SZ,301526,国际复材,玻璃
301528.SZ,301528,多浦乐,电器仪表
301529.SZ,301529,福赛科技,汽车配件
301533.SZ,301533,威马农机,农用机械
301548.SZ,301548,崇德科技,机械基件
301550.SZ,301550,斯菱股份,汽车配件
301555.SZ,301555,惠柏新材,化工原料
301558.SZ,301558,三态股份,互联网
301559.SZ,301559,中集环科,专用机械
301566.SZ,301566,达利凯普,元器件
301567.SZ,301567,贝隆精密,元器件
301568.SZ,301568,思泰克,专用机械
301577.SZ,301577,美信科技,元器件
301578.SZ,301578,辰奕智能,IT设备
301589.SZ,301589,C诺瓦,IT设备
430017.BJ,430017,星昊医药,化学制药
430047.BJ,430047,诺思兰德,生物制药
430090.BJ,430090,同辉信息,软件服务
430139.BJ,430139,华岭股份,半导体
430198.BJ,430198,微创光电,IT设备
430300.BJ,430300,辰光医疗,医疗保健
430418.BJ,430418,苏轴股份,汽车配件
430425.BJ,430425,乐创技术,专用机械
430476.BJ,430476,海能技术,电器仪表
430478.BJ,430478,峆一药业,化学制药
430489.BJ,430489,佳先股份,化工原料
430510.BJ,430510,丰光精密,机械基件
430556.BJ,430556,雅达股份,电器仪表
430564.BJ,430564,天润科技,软件服务
430685.BJ,430685,新芝生物,电器仪表
430718.BJ,430718,合肥高科,家用电器
600000.SH,600000,浦发银行,银行
600004.SH,600004,白云机场,机场
600006.SH,600006,东风汽车,汽车整车
600007.SH,600007,中国国贸,园区开发
600008.SH,600008,首创环保,环境保护
600009.SH,600009,上海机场,机场
600010.SH,600010,包钢股份,普钢
600011.SH,600011,华能国际,火力发电
600012.SH,600012,皖通高速,路桥
600015.SH,600015,华夏银行,银行
600016.SH,600016,民生银行,银行
600017.SH,600017,日照港,港口
600018.SH,600018,上港集团,港口
600019.SH,600019,宝钢股份,普钢
600020.SH,600020,中原高速,路桥
600021.SH,600021,上海电力,火力发电
600022.SH,600022,山东钢铁,普钢
600023.SH,600023,浙能电力,火力发电
600025.SH,600025,华能水电,水力发电
600026.SH,600026,中远海能,水运
600027.SH,600027,华电国际,火力发电
600028.SH,600028,中国石化,石油加工
600029.SH,600029,南方航空,空运
600030.SH,600030,中信证券,证券
600031.SH,600031,三一重工,工程机械
600032.SH,600032,浙江新能,新型电力
600033.SH,600033,福建高速,路桥
600035.SH,600035,楚天高速,路桥
600036.SH,600036,招商银行,银行
600037.SH,600037,歌华有线,影视音像
600038.SH,600038,中直股份,航空
600039.SH,600039,四川路桥,建筑工程
600048.SH,600048,保利发展,全国地产
600050.SH,600050,中国联通,电信运营
600051.SH,600051,宁波联合,综合类
600052.SH,600052,东望时代,供气供热
600053.SH,600053,九鼎投资,多元金融
600054.SH,600054,黄山旅游,旅游景点
600055.SH,600055,万东医疗,医疗保健
600056.SH,600056,中国医药,医药商业
600057.SH,600057,厦门象屿,仓储物流
600058.SH,600058,五矿发展,商贸代理
600059.SH,600059,古越龙山,红黄酒
600060.SH,600060,海信视像,家用电器
600061.SH,600061,国投资本,证券
600062.SH,600062,华润双鹤,化学制药
600063.SH,600063,皖维高新,化纤
600064.SH,600064,南京高科,园区开发
600066.SH,600066,宇通客车,汽车整车
600067.SH,600067,冠城大通,区域地产
600070.SH,600070,ST富润,互联网
600071.SH,600071,凤凰光学,元器件
600072.SH,600072,中船科技,船舶
600073.SH,600073,上海梅林,食品
600075.SH,600075,新疆天业,化工原料
600076.SH,600076,康欣新材,广告包装
600078.SH,600078,ST澄星,化工原料
600079.SH,600079,人福医药,化学制药
600080.SH,600080,金花股份,中成药
600081.SH,600081,东风科技,汽车配件
600082.SH,600082,海泰发展,园区开发
600083.SH,600083,博信股份,综合类
600084.SH,600084,中信尼雅,红黄酒
600085.SH,600085,同仁堂,中成药
600088.SH,600088,中视传媒,影视音像
600089.SH,600089,特变电工,电气设备
600094.SH,600094,大名城,区域地产
600095.SH,600095,湘财股份,证券
600096.SH,600096,云天化,农药化肥
600097.SH,600097,开创国际,渔业
600098.SH,600098,广州发展,火力发电
600099.SH,600099,林海股份,汽车整车
600100.SH,600100,同方股份,IT设备
600101.SH,600101,明星电力,水力发电
600103.SH,600103,青山纸业,造纸
600104.SH,600104,上汽集团,汽车整车
600105.SH,600105,永鼎股份,通信设备
600106.SH,600106,重庆路桥,路桥
600107.SH,600107,美尔雅,服饰
600108.SH,600108,亚盛集团,种植业
600109.SH,600109,国金证券,证券
600110.SH,600110,诺德股份,电气设备
600111.SH,600111,北方稀土,小金属
600112.SH,600112,ST天成,电气设备
600113.SH,600113,浙江东日,区域地产
600114.SH,600114,东睦股份,机械基件
600115.SH,600115,中国东航,空运
600116.SH,600116,三峡水利,水力发电
600117.SH,600117,*ST西钢,特种钢
600118.SH,600118,中国卫星,航空
600119.SH,600119,长江投资,仓储物流
600120.SH,600120,浙江东方,多元金融
600121.SH,600121,郑州煤电,煤炭开采
600123.SH,600123,兰花科创,煤炭开采
600125.SH,600125,铁龙物流,铁路
600126.SH,600126,杭钢股份,普钢
600127.SH,600127,金健米业,农业综合
600128.SH,600128,苏豪弘业,商贸代理
600129.SH,600129,太极集团,中成药
600130.SH,600130,波导股份,元器件
600131.SH,600131,国网信通,通信设备
600132.SH,600132,重庆啤酒,啤酒
600133.SH,600133,东湖高新,建筑工程
600135.SH,600135,乐凯胶片,化工原料
600136.SH,600136,*ST明诚,影视音像
600137.SH,600137,浪莎股份,服饰
600138.SH,600138,中青旅,旅游服务
600141.SH,600141,兴发集团,农药化肥
600143.SH,600143,金发科技,塑料
600148.SH,600148,长春一东,汽车配件
600149.SH,600149,廊坊发展,综合类
600150.SH,600150,中国船舶,船舶
600151.SH,600151,航天机电,汽车配件
600152.SH,600152,维科技术,电气设备
600153.SH,600153,建发股份,仓储物流
600155.SH,600155,华创云信,证券
600156.SH,600156,华升股份,纺织
600157.SH,600157,永泰能源,火力发电
600158.SH,600158,中体产业,文教休闲
600159.SH,600159,大龙地产,区域地产
600160.SH,600160,巨化股份,化工原料
600161.SH,600161,天坛生物,生物制药
600162.SH,600162,香江控股,全国地产
600163.SH,600163,中闽能源,新型电力
600165.SH,600165,宁科生物,化工原料
600166.SH,600166,福田汽车,汽车整车
600167.SH,600167,联美控股,供气供热
600168.SH,600168,武汉控股,水务
600169.SH,600169,太原重工,工程机械
600170.SH,600170,上海建工,建筑工程
600171.SH,600171,上海贝岭,半导体
600172.SH,600172,黄河旋风,矿物制品
600173.SH,600173,卧龙地产,全国地产
600176.SH,600176,中国巨石,玻璃
600177.SH,600177,雅戈尔,服饰
600178.SH,600178,东安动力,汽车配件
600179.SH,600179,安通控股,仓储物流
600180.SH,600180,瑞茂通,仓储物流
600182.SH,600182,S佳通,汽车配件
600183.SH,600183,生益科技,元器件
600184.SH,600184,光电股份,专用机械
600185.SH,600185,格力地产,区域地产
600186.SH,600186,莲花健康,食品
600187.SH,600187,国中水务,水务
600188.SH,600188,兖矿能源,煤炭开采
600189.SH,600189,泉阳泉,软饮料
600190.SH,600190,锦州港,港口
600191.SH,600191,华资实业,食品
600192.SH,600192,长城电工,电气设备
600193.SH,600193,创兴资源,装修装饰
600195.SH,600195,中牧股份,农业综合
600196.SH,600196,复星医药,化学制药
600197.SH,600197,伊力特,白酒
600198.SH,600198,大唐电信,通信设备
600199.SH,600199,金种子酒,白酒
600200.SH,600200,江苏吴中,化学制药
600201.SH,600201,生物股份,农业综合
600202.SH,600202,哈空调,专用机械
600203.SH,600203,福日电子,元器件
600206.SH,600206,有研新材,半导体
600207.SH,600207,安彩高科,电气设备
600208.SH,600208,新湖中宝,全国地产
600210.SH,600210,紫江企业,广告包装
600211.SH,600211,西藏药业,生物制药
600212.SH,600212,绿能慧充,电气设备
600213.SH,600213,亚星客车,汽车整车
600215.SH,600215,派斯林,专用机械
600216.SH,600216,浙江医药,化学制药
600217.SH,600217,中再资环,环境保护
600218.SH,600218,全柴动力,汽车配件
600219.SH,600219,南山铝业,铝
600220.SH,600220,江苏阳光,纺织
600221.SH,600221,海航控股,空运
600222.SH,600222,太龙药业,中成药
600223.SH,600223,福瑞达,日用化工
600225.SH,600225,卓朗科技,软件服务
600226.SH,600226,瀚叶股份,供气供热
600227.SH,600227,赤天化,农药化肥
600228.SH,600228,返利科技,互联网
600229.SH,600229,城市传媒,出版业
600230.SH,600230,沧州大化,化工原料
600231.SH,600231,凌钢股份,普钢
600232.SH,600232,金鹰股份,纺织
600233.SH,600233,圆通速递,仓储物流
600234.SH,600234,科新发展,装修装饰
600235.SH,600235,民丰特纸,造纸
600236.SH,600236,桂冠电力,水力发电
600237.SH,600237,铜峰电子,元器件
600238.SH,600238,海南椰岛,红黄酒
600239.SH,600239,云南城投,区域地产
600241.SH,600241,时代万恒,电气设备
600243.SH,600243,青海华鼎,运输设备
600246.SH,600246,万通发展,区域地产
600248.SH,600248,陕建股份,建筑工程
600249.SH,600249,两面针,日用化工
600250.SH,600250,南京商旅,商贸代理
600251.SH,600251,冠农股份,农业综合
600252.SH,600252,中恒集团,中成药
600255.SH,600255,鑫科材料,小金属
600256.SH,600256,广汇能源,石油开采
600257.SH,600257,大湖股份,渔业
600258.SH,600258,首旅酒店,酒店餐饮
600259.SH,600259,广晟有色,小金属
600261.SH,600261,阳光照明,家用电器
600262.SH,600262,北方股份,专用机械
600265.SH,600265,ST景谷,林业
600266.SH,600266,城建发展,区域地产
600267.SH,600267,海正药业,化学制药
600268.SH,600268,国电南自,电气设备
600269.SH,600269,赣粤高速,路桥
600271.SH,600271,航天信息,软件服务
600272.SH,600272,开开实业,医药商业
600273.SH,600273,嘉化能源,化工原料
600276.SH,600276,恒瑞医药,化学制药
600277.SH,600277,亿利洁能,化工原料
600278.SH,600278,东方创业,商贸代理
600279.SH,600279,重庆港,港口
600280.SH,600280,中央商场,百货
600281.SH,600281,华阳新材,小金属
600282.SH,600282,南钢股份,普钢
600283.SH,600283,钱江水利,水务
600284.SH,600284,浦东建设,建筑工程
600285.SH,600285,羚锐制药,中成药
600287.SH,600287,江苏舜天,商贸代理
600288.SH,600288,大恒科技,元器件
600289.SH,600289,ST信通,软件服务
600292.SH,600292,远达环保,环境保护
600293.SH,600293,三峡新材,玻璃
600295.SH,600295,鄂尔多斯,特种钢
600297.SH,600297,广汇汽车,汽车服务
600298.SH,600298,安琪酵母,食品
600299.SH,600299,安迪苏,饲料
600300.SH,600300,维维股份,软饮料
600301.SH,600301,华锡有色,小金属
600302.SH,600302,标准股份,纺织机械
600303.SH,600303,ST曙光,汽车整车
600305.SH,600305,恒顺醋业,食品
600306.SH,600306,*ST商城,百货
600307.SH,600307,酒钢宏兴,普钢
600308.SH,600308,华泰股份,造纸
600309.SH,600309,万华化学,化工原料
600310.SH,600310,广西能源,水力发电
600312.SH,600312,平高电气,电气设备
600313.SH,600313,农发种业,种植业
600315.SH,600315,上海家化,日用化工
600316.SH,600316,洪都航空,航空
600318.SH,600318,新力金融,多元金融
600319.SH,600319,亚星化学,化工原料
600320.SH,600320,振华重工,工程机械
600321.SH,600321,正源股份,其他建材
600322.SH,600322,津投城开,区域地产
600323.SH,600323,瀚蓝环境,环境保护
600325.SH,600325,华发股份,区域地产
600326.SH,600326,西藏天路,水泥
600327.SH,600327,大东方,医疗保健
600328.SH,600328,中盐化工,化工原料
600329.SH,600329,达仁堂,中成药
600330.SH,600330,天通股份,专用机械
600331.SH,600331,宏达股份,农药化肥
600332.SH,600332,白云山,中成药
600333.SH,600333,长春燃气,供气供热
600335.SH,600335,国机汽车,汽车服务
600336.SH,600336,澳柯玛,家用电器
600337.SH,600337,美克家居,家居用品
600338.SH,600338,西藏珠峰,铅锌
600339.SH,600339,中油工程,石油加工
600340.SH,600340,华夏幸福,区域地产
600343.SH,600343,航天动力,航空
600345.SH,600345,长江通信,通信设备
600346.SH,600346,恒力石化,石油加工
600348.SH,600348,华阳股份,煤炭开采
600350.SH,600350,山东高速,路桥
600351.SH,600351,亚宝药业,中成药
600352.SH,600352,浙江龙盛,染料涂料
600353.SH,600353,旭光电子,元器件
600354.SH,600354,敦煌种业,种植业
600355.SH,600355,精伦电子,专用机械
600356.SH,600356,恒丰纸业,造纸
600358.SH,600358,国旅联合,广告包装
600359.SH,600359,新农开发,种植业
600360.SH,600360,华微电子,半导体
600361.SH,600361,创新新材,铝
600362.SH,600362,江西铜业,铜
600363.SH,600363,联创光电,元器件
600365.SH,600365,ST通葡,互联网
600366.SH,600366,宁波韵升,矿物制品
600367.SH,600367,红星发展,化工原料
600368.SH,600368,五洲交通,路桥
600369.SH,600369,西南证券,证券
600370.SH,600370,三房巷,化工原料
600371.SH,600371,万向德农,种植业
600372.SH,600372,中航机载,航空
600373.SH,600373,中文传媒,出版业
600375.SH,600375,汉马科技,汽车整车
600376.SH,600376,首开股份,区域地产
600377.SH,600377,宁沪高速,路桥
600378.SH,600378,昊华科技,化工原料
600379.SH,600379,宝光股份,电气设备
600380.SH,600380,健康元,化学制药
600381.SH,600381,青海春天,医疗保健
600382.SH,600382,广东明珠,普钢
600383.SH,600383,金地集团,全国地产
600386.SH,600386,北巴传媒,汽车服务
600387.SH,600387,ST海越,石油贸易
600388.SH,600388,龙净环保,环境保护
600389.SH,600389,江山股份,农药化肥
600390.SH,600390,五矿资本,多元金融
600391.SH,600391,航发科技,航空
600392.SH,600392,盛和资源,小金属
600395.SH,600395,盘江股份,煤炭开采
600396.SH,600396,*ST金山,火力发电
600397.SH,600397,安源煤业,煤炭开采
600398.SH,600398,海澜之家,服饰
600399.SH,600399,抚顺特钢,特种钢
600400.SH,600400,红豆股份,服饰
600403.SH,600403,大有能源,煤炭开采
600405.SH,600405,动力源,电气设备
600406.SH,600406,国电南瑞,电气设备
600408.SH,600408,安泰集团,焦炭加工
600409.SH,600409,三友化工,化纤
600410.SH,600410,华胜天成,软件服务
600415.SH,600415,小商品城,商品城
600416.SH,600416,湘电股份,电气设备
600418.SH,600418,江淮汽车,汽车整车
600419.SH,600419,天润乳业,乳制品
600420.SH,600420,国药现代,化学制药
600421.SH,600421,华嵘控股,专用机械
600422.SH,600422,昆药集团,中成药
600423.SH,600423,柳化股份,农药化肥
600425.SH,600425,青松建化,水泥
600426.SH,600426,华鲁恒升,农药化肥
600428.SH,600428,中远海特,水运
600429.SH,600429,三元股份,乳制品
600433.SH,600433,冠豪高新,造纸
600435.SH,600435,北方导航,专用机械
600436.SH,600436,片仔癀,中成药
600438.SH,600438,通威股份,电气设备
600439.SH,600439,瑞贝卡,服饰
600444.SH,600444,国机通用,专用机械
600446.SH,600446,金证股份,软件服务
600448.SH,600448,华纺股份,纺织
600449.SH,600449,宁夏建材,水泥
600452.SH,600452,涪陵电力,水力发电
600455.SH,600455,博通股份,文教休闲
600456.SH,600456,宝钛股份,小金属
600458.SH,600458,时代新材,塑料
600459.SH,600459,贵研铂业,小金属
600460.SH,600460,士兰微,半导体
600461.SH,600461,洪城环境,水务
600462.SH,600462,ST九有,广告包装
600463.SH,600463,空港股份,园区开发
600467.SH,600467,好当家,渔业
600468.SH,600468,百利电气,电气设备
600469.SH,600469,风神股份,汽车配件
600470.SH,600470,六国化工,农药化肥
600475.SH,600475,华光环能,环境保护
600476.SH,600476,湘邮科技,软件服务
600477.SH,600477,杭萧钢构,钢加工
600478.SH,600478,科力远,电气设备
600479.SH,600479,千金药业,中成药
600480.SH,600480,凌云股份,汽车配件
600481.SH,600481,双良节能,电气设备
600482.SH,600482,中国动力,船舶
600483.SH,600483,福能股份,火力发电
600486.SH,600486,扬农化工,农药化肥
600487.SH,600487,亨通光电,通信设备
600488.SH,600488,津药药业,化学制药
600489.SH,600489,中金黄金,黄金
600490.SH,600490,鹏欣资源,铜
600491.SH,600491,龙元建设,建筑工程
600493.SH,600493,凤竹纺织,纺织
600495.SH,600495,晋西车轴,运输设备
600496.SH,600496,精工钢构,钢加工
600497.SH,600497,驰宏锌锗,铅锌
600498.SH,600498,烽火通信,通信设备
600499.SH,600499,科达制造,专用机械
600500.SH,600500,中化国际,塑料
600501.SH,600501,航天晨光,汽车配件
600502.SH,600502,安徽建工,建筑工程
600503.SH,600503,华丽家族,区域地产
600505.SH,600505,西昌电力,水力发电
600506.SH,600506,统一股份,化工原料
600507.SH,600507,方大特钢,特种钢
600508.SH,600508,上海能源,煤炭开采
600509.SH,600509,天富能源,火力发电
600510.SH,600510,黑牡丹,全国地产
600511.SH,600511,国药股份,医药商业
600512.SH,600512,腾达建设,建筑工程
600513.SH,600513,联环药业,化学制药
600515.SH,600515,海南机场,机场
600516.SH,600516,方大炭素,矿物制品
600517.SH,600517,国网英大,多元金融
600518.SH,600518,ST康美,中成药
600519.SH,600519,贵州茅台,白酒
600520.SH,600520,文一科技,半导体
600521.SH,600521,华海药业,化学制药
600522.SH,600522,中天科技,通信设备
600523.SH,600523,贵航股份,汽车配件
600525.SH,600525,长园集团,电气设备
600526.SH,600526,菲达环保,环境保护
600527.SH,600527,江南高纤,化纤
600528.SH,600528,中铁工业,运输设备
600529.SH,600529,山东药玻,医疗保健
600530.SH,600530,ST交昂,医疗保健
600531.SH,600531,豫光金铅,铅锌
600533.SH,600533,栖霞建设,区域地产
600535.SH,600535,天士力,中成药
600536.SH,600536,中国软件,软件服务
600537.SH,600537,亿晶光电,电气设备
600538.SH,600538,国发股份,医药商业
600539.SH,600539,狮头股份,互联网
600540.SH,600540,新赛股份,种植业
600543.SH,600543,*ST莫高,红黄酒
600545.SH,600545,卓郎智能,纺织机械
600546.SH,600546,山煤国际,煤炭开采
600547.SH,600547,山东黄金,黄金
600548.SH,600548,深高速,路桥
600549.SH,600549,厦门钨业,小金属
